"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Additional province code","Global non-response rate","Data quality flag","Income source","Sex","Total population 15 years and over, 2006","Total population 15 years and over, 2016","Number of income recipients, 2005","Number of income recipients, 2015","Median amount (2015 constant dollars), 2005","Median amount (2015 constant dollars), 2015","Median amount (2015 constant dollars), % change"
"826","Strathmore","CA","Alberta","48","",5.2,"00000","Total income","Males",3860,5175,3755,4950,47594,55872,17.4
"826","Strathmore","CA","Alberta","48","",5.2,"00000","Total income","Females",3960,5440,3795,5200,26908,30496,13.3
"826","Strathmore","CA","Alberta","48","",5.2,"00000","After-tax income","Both sexes",7825,10615,7555,10150,32080,36576,14.0
"826","Strathmore","CA","Alberta","48","",5.2,"00000","After-tax income","Males",3860,5175,3755,4950,40854,47561,16.4
"826","Strathmore","CA","Alberta","48","",5.2,"00000","After-tax income","Females",3960,5440,3795,5200,25873,28066,8.5
"826","Strathmore","CA","Alberta","48","",5.2,"00000","Employment income","Both sexes",7825,10615,6365,8155,34907,40034,14.7
"826","Strathmore","CA","Alberta","48","",5.2,"00000","Employment income","Males",3860,5175,3330,4195,47231,55586,17.7
"826","Strathmore","CA","Alberta","48","",5.2,"00000","Employment income","Females",3960,5440,3035,3965,24630,28873,17.2
"828","Canmore","CA","Alberta","48","",6.3,"00100","Total income","Both sexes",9770,11530,9520,11280,36245,46084,27.1
"828","Canmore","CA","Alberta","48","",6.3,"00100","Total income","Males",4895,5785,4780,5665,42585,55112,29.4
"828","Canmore","CA","Alberta","48","",6.3,"00100","Total income","Females",4880,5745,4740,5610,31235,39241,25.6
"828","Canmore","CA","Alberta","48","",6.3,"00100","After-tax income","Both sexes",9770,11530,9520,11285,32211,40232,24.9
"828","Canmore","CA","Alberta","48","",6.3,"00100","After-tax income","Males",4895,5785,4780,5670,37608,47378,26.0
"828","Canmore","CA","Alberta","48","",6.3,"00100","After-tax income","Females",4880,5745,4735,5615,28616,34894,21.9
"828","Canmore","CA","Alberta","48","",6.3,"00100","Employment income","Both sexes",9770,11530,8290,9360,33551,38234,14.0
"828","Canmore","CA","Alberta","48","",6.3,"00100","Employment income","Males",4895,5785,4200,4810,39568,44480,12.4
"828","Canmore","CA","Alberta","48","",6.3,"00100","Employment income","Females",4880,5745,4095,4550,26581,33402,25.7
"830","Red Deer","CA","Alberta","48","",4.7,"00000","Total income","Both sexes",66385,79825,64535,76660,34475,41109,19.2
"830","Red Deer","CA","Alberta","48","",4.7,"00000","Total income","Males",33060,39340,32335,37805,46953,53608,14.2
"830","Red Deer","CA","Alberta","48","",4.7,"00000","Total income","Females",33320,40485,32200,38860,25319,32417,28.0
"830","Red Deer","CA","Alberta","48","",4.7,"00000","After-tax income","Both sexes",66385,79825,64535,76675,30889,36645,18.6
"830","Red Deer","CA","Alberta","48","",4.7,"00000","After-tax income","Males",33060,39340,32325,37810,40250,45891,14.0
"830","Red Deer","CA","Alberta","48","",4.7,"00000","After-tax income","Females",33320,40485,32205,38870,23749,29751,25.3
"830","Red Deer","CA","Alberta","48","",4.7,"00000","Employment income","Both sexes",66385,79825,54020,62315,34633,40062,15.7
"830","Red Deer","CA","Alberta","48","",4.7,"00000","Employment income","Males",33060,39340,28465,32145,47178,52664,11.6
"830","Red Deer","CA","Alberta","48","",4.7,"00000","Employment income","Females",33320,40485,25555,30170,24206,31095,28.5
"831","Sylvan Lake","CA","Alberta","48","",4.6,"00000","Total income","Both sexes",8015,11720,7710,11205,37678,45386,20.5
"831","Sylvan Lake","CA","Alberta","48","",4.6,"00000","Total income","Males",4145,5895,4020,5650,58982,67218,14.0
"831","Sylvan Lake","CA","Alberta","48","",4.6,"00000","Total income","Females",3875,5825,3685,5555,23912,30684,28.3
"831","Sylvan Lake","CA","Alberta","48","",4.6,"00000","After-tax income","Both sexes",8015,11720,7705,11210,33253,39982,20.2
"831","Sylvan Lake","CA","Alberta","48","",4.6,"00000","After-tax income","Males",4145,5895,4020,5650,49656,55872,12.5
"831","Sylvan Lake","CA","Alberta","48","",4.6,"00000","After-tax income","Females",3875,5825,3685,5560,22395,28293,26.3
"831","Sylvan Lake","CA","Alberta","48","",4.6,"00000","Employment income","Both sexes",8015,11720,6550,9145,37746,43035,14.0
"831","Sylvan Lake","CA","Alberta","48","",4.6,"00000","Employment income","Males",4145,5895,3590,4865,60729,65550,7.9
"831","Sylvan Lake","CA","Alberta","48","",4.6,"00000","Employment income","Females",3875,5825,2960,4280,22426,27840,24.1
"832","Lacombe","CA","Alberta","48","",4.1,"00000","Total income","Both sexes",8090,10020,7885,9610,31397,40942,30.4
"832","Lacombe","CA","Alberta","48","",4.1,"00000","Total income","Males",3885,4855,3775,4655,50324,58205,15.7
"832","Lacombe","CA","Alberta","48","",4.1,"00000","Total income","Females",4200,5165,4110,4960,22739,29056,27.8
"832","Lacombe","CA","Alberta","48","",4.1,"00000","After-tax income","Both sexes",8090,10020,7895,9615,28458,36959,29.9
"832","Lacombe","CA","Alberta","48","",4.1,"00000","After-tax income","Males",3885,4855,3780,4650,43089,50304,16.7
"832","Lacombe","CA","Alberta","48","",4.1,"00000","After-tax income","Females",4200,5165,4115,4955,21908,27157,24.0
"832","Lacombe","CA","Alberta","48","",4.1,"00000","Employment income","Both sexes",8090,10020,6280,7440,31627,41254,30.4
"832","Lacombe","CA","Alberta","48","",4.1,"00000","Employment income","Males",3885,4855,3255,3825,49834,59531,19.5
"832","Lacombe","CA","Alberta","48","",4.1,"00000","Employment income","Females",4200,5165,3025,3615,21818,28407,30.2
"833","Camrose","CA","Alberta","48","",5.2,"00000","Total income","Both sexes",12615,15065,12300,14615,29633,38525,30.0
"833","Camrose","CA","Alberta","48","",5.2,"00000","Total income","Males",5910,7135,5765,6900,38226,51846,35.6
"833","Camrose","CA","Alberta","48","",5.2,"00000","Total income","Females",6705,7930,6540,7710,23405,30411,29.9
"833","Camrose","CA","Alberta","48","",5.2,"00000","After-tax income","Both sexes",12615,15065,12290,14610,27380,34679,26.7
"833","Camrose","CA","Alberta","48","",5.2,"00000","After-tax income","Males",5910,7135,5760,6900,34583,45161,30.6
"833","Camrose","CA","Alberta","48","",5.2,"00000","After-tax income","Females",6705,7930,6535,7710,22289,28411,27.5
"833","Camrose","CA","Alberta","48","",5.2,"00000","Employment income","Both sexes",12615,15065,9220,10960,29471,37966,28.8
"833","Camrose","CA","Alberta","48","",5.2,"00000","Employment income","Males",5910,7135,4610,5555,37615,50770,35.0
"833","Camrose","CA","Alberta","48","",5.2,"00000","Employment income","Females",6705,7930,4615,5400,21492,28730,33.7
"835","Edmonton","CMA","Alberta","48","",4.4,"00000","Total income","Both sexes",834020,1054615,803300,1004260,34606,43900,26.9
"835","Edmonton","CMA","Alberta","48","",4.4,"00000","Total income","Males",411090,525585,398215,500995,45623,55986,22.7
"835","Edmonton","CMA","Alberta","48","",4.4,"00000","Total income","Females",422925,529030,405090,503265,26374,34288,30.0
"835","Edmonton","CMA","Alberta","48","",4.4,"00000","After-tax income","Both sexes",834020,1054615,803105,1004495,31086,38900,25.1
"835","Edmonton","CMA","Alberta","48","",4.4,"00000","After-tax income","Males",411090,525585,398015,501035,39444,47853,21.3
"835","Edmonton","CMA","Alberta","48","",4.4,"00000","After-tax income","Females",422925,529030,405090,503460,24656,31301,27.0
"835","Edmonton","CMA","Alberta","48","",4.4,"00000","Employment income","Both sexes",834020,1054615,650145,816225,35667,44571,25.0
"835","Edmonton","CMA","Alberta","48","",4.4,"00000","Employment income","Males",411090,525585,338590,428235,47140,56058,18.9
"835","Edmonton","CMA","Alberta","48","",4.4,"00000","Employment income","Females",422925,529030,311555,387990,27199,34888,28.3
"840","Lloydminster","CA","Alberta","48","47",4.0,"00000","Total income","Both sexes",20810,26250,20160,25145,35811,45060,25.8
"840","Lloydminster","CA","Alberta","48","47",4.0,"00000","Total income","Males",10570,13195,10325,12695,54880,61897,12.8
"840","Lloydminster","CA","Alberta","48","47",4.0,"00000","Total income","Females",10235,13055,9835,12455,24240,34192,41.1
"840","Lloydminster","CA","Alberta","48","47",4.0,"00000","After-tax income","Both sexes",20810,26250,20145,25150,31794,39533,24.3
"840","Lloydminster","CA","Alberta","48","47",4.0,"00000","After-tax income","Males",10570,13195,10325,12695,44967,51343,14.2
"840","Lloydminster","CA","Alberta","48","47",4.0,"00000","After-tax income","Females",10235,13055,9825,12450,22748,31018,36.4
"840","Lloydminster","CA","Alberta","48","47",4.0,"00000","Employment income","Both sexes",20810,26250,17220,21520,35883,42906,19.6
"840","Lloydminster","CA","Alberta","48","47",4.0,"00000","Employment income","Males",10570,13195,9350,11335,55449,59712,7.7
"840","Lloydminster","CA","Alberta","48","47",4.0,"00000","Employment income","Females",10235,13055,7870,10185,22441,31178,38.9
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","Total income","Both sexes",8950,11235,8655,10835,43157,54144,25.5
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","Total income","Males",4595,5880,4480,5675,66078,72820,10.2
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","Total income","Females",4355,5360,4170,5160,25287,33958,34.3
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","After-tax income","Both sexes",8950,11235,8655,10835,37834,46498,22.9
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","After-tax income","Males",4595,5880,4485,5675,53666,60533,12.8
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","After-tax income","Females",4355,5360,4170,5160,23199,30626,32.0
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","Employment income","Both sexes",8950,11235,7665,9540,44357,53504,20.6
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","Employment income","Males",4595,5880,4150,5255,65765,71033,8.0
"845","Cold Lake","CA","Alberta","48","",5.7,"00100","Employment income","Females",4355,5360,3510,4285,23906,33400,39.7
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","Total income","Both sexes",37225,48400,36300,46645,38207,48048,25.8
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","Total income","Males",19235,24660,18865,23805,57599,69229,20.2
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","Total income","Females",17990,23740,17430,22840,25712,33727,31.2
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","After-tax income","Both sexes",37225,48400,36295,46655,34301,42120,22.8
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","After-tax income","Males",19235,24660,18865,23805,48409,57525,18.8
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","After-tax income","Females",17990,23740,17435,22845,23890,30892,29.3
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","Employment income","Both sexes",37225,48400,31915,40560,39570,48419,22.4
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","Employment income","Males",19235,24660,17315,21640,58718,69130,17.7
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","Employment income","Females",17990,23740,14600,18915,25526,33104,29.7
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","Total income","Both sexes",41600,58505,39975,55275,51123,76004,48.7
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","Total income","Males",22485,31790,21945,30375,89641,118477,32.2
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","Total income","Females",19115,26715,18030,24900,28666,44846,56.4
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","After-tax income","Both sexes",41600,58505,39960,55280,43887,62238,41.8
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","After-tax income","Males",22485,31790,21945,30375,70975,91221,28.5
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","After-tax income","Females",19115,26715,18015,24905,26198,39546,51.0
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","Employment income","Both sexes",41600,58505,36320,49395,56135,83961,49.6
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","Employment income","Males",22485,31790,20745,28800,92734,121530,31.1
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","Employment income","Females",19115,26715,15570,20595,30794,50887,65.2
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","Total income","Both sexes",9075,9855,8740,9440,27121,34344,26.6
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","Total income","Males",4345,4720,4195,4520,35309,46120,30.6
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","Total income","Females",4730,5135,4540,4920,21218,27531,29.8
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","After-tax income","Both sexes",9075,9855,8735,9440,25500,31631,24.0
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","After-tax income","Males",4345,4720,4200,4515,31962,40427,26.5
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","After-tax income","Females",4730,5135,4530,4920,20936,25770,23.1
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","Employment income","Both sexes",9075,9855,6360,6980,30397,37190,22.3
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","Employment income","Males",4345,4720,3325,3590,38959,49552,27.2
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","Employment income","Females",4730,5135,3040,3385,23148,28592,23.5
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","Total income","Both sexes",19590,21460,18905,20815,28923,35301,22.1
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","Total income","Males",9480,10560,9265,10265,40986,47455,15.8
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","Total income","Females",10105,10900,9650,10550,21985,27220,23.8
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","After-tax income","Both sexes",19590,21460,18920,20840,26383,31750,20.3
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","After-tax income","Males",9480,10560,9265,10275,36031,41179,14.3
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","After-tax income","Females",10105,10900,9660,10565,21276,25285,18.8
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","Employment income","Both sexes",19590,21460,14165,15715,28311,31532,11.4
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","Employment income","Males",9480,10560,7425,8230,40475,42926,6.1
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","Employment income","Females",10105,10900,6740,7480,21073,24188,14.8
"907","Nelson","CA","British Columbia","59","",6.5,"00000","Total income","Both sexes",13795,15260,13310,14810,27238,32124,17.9
"907","Nelson","CA","British Columbia","59","",6.5,"00000","Total income","Males",6715,7395,6500,7190,35385,38357,8.4
"907","Nelson","CA","British Columbia","59","",6.5,"00000","Total income","Females",7075,7860,6810,7620,22100,27446,24.2
"907","Nelson","CA","British Columbia","59","",6.5,"00000","After-tax income","Both sexes",13795,15260,13305,14820,25202,29022,15.2
"907","Nelson","CA","British Columbia","59","",6.5,"00000","After-tax income","Males",6715,7395,6495,7205,30979,33617,8.5
"907","Nelson","CA","British Columbia","59","",6.5,"00000","After-tax income","Females",7075,7860,6805,7620,21031,25596,21.7
"907","Nelson","CA","British Columbia","59","",6.5,"00000","Employment income","Both sexes",13795,15260,9800,11215,24268,25009,3.1
"907","Nelson","CA","British Columbia","59","",6.5,"00000","Employment income","Males",6715,7395,5015,5555,30495,29976,-1.7
"907","Nelson","CA","British Columbia","59","",6.5,"00000","Employment income","Females",7075,7860,4790,5655,19517,21033,7.8
"913","Penticton","CA","British Columbia","59","",5.8,"00000","Total income","Both sexes",34865,36970,33845,36215,27094,31037,14.6
"913","Penticton","CA","British Columbia","59","",5.8,"00000","Total income","Males",16510,17470,16050,17130,33286,37156,11.6
"913","Penticton","CA","British Columbia","59","",5.8,"00000","Total income","Females",18355,19500,17795,19090,22700,26671,17.5
"913","Penticton","CA","British Columbia","59","",5.8,"00000","After-tax income","Both sexes",34865,36970,33845,36255,25233,28143,11.5
"913","Penticton","CA","British Columbia","59","",5.8,"00000","After-tax income","Males",16510,17470,16050,17155,30193,32817,8.7
"913","Penticton","CA","British Columbia","59","",5.8,"00000","After-tax income","Females",18355,19500,17800,19100,21723,24947,14.8
"913","Penticton","CA","British Columbia","59","",5.8,"00000","Employment income","Both sexes",34865,36970,22375,24885,25297,25942,2.5
"913","Penticton","CA","British Columbia","59","",5.8,"00000","Employment income","Males",16510,17470,11400,12310,30637,30976,1.1
"913","Penticton","CA","British Columbia","59","",5.8,"00000","Employment income","Females",18355,19500,10975,12575,21101,22701,7.6
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","Total income","Both sexes",134320,163000,129960,158415,29650,34509,16.4
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","Total income","Males",64990,79040,63155,76900,37171,42337,13.9
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","Total income","Females",69330,83960,66805,81515,23807,28859,21.2
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","After-tax income","Both sexes",134320,163000,129925,158565,27021,30954,14.6
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","After-tax income","Males",64990,79040,63110,77015,33203,36991,11.4
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","After-tax income","Females",69330,83960,66815,81545,22483,26602,18.3
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","Employment income","Both sexes",134320,163000,95105,117745,28060,30112,7.3
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","Employment income","Males",64990,79040,49005,59710,35292,37463,6.2
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","Employment income","Females",69330,83960,46095,58030,22994,25040,8.9
"918","Vernon","CA","British Columbia","59","",4.8,"00000","Total income","Both sexes",45360,51065,43555,49650,27633,32615,18.0
"918","Vernon","CA","British Columbia","59","",4.8,"00000","Total income","Males",21585,24420,20745,23750,37254,41086,10.3
"918","Vernon","CA","British Columbia","59","",4.8,"00000","Total income","Females",23775,26645,22810,25900,21868,27009,23.5
"918","Vernon","CA","British Columbia","59","",4.8,"00000","After-tax income","Both sexes",45360,51065,43560,49685,25543,29495,15.5
"918","Vernon","CA","British Columbia","59","",4.8,"00000","After-tax income","Males",21585,24420,20745,23780,33230,36016,8.4
"918","Vernon","CA","British Columbia","59","",4.8,"00000","After-tax income","Females",23775,26645,22810,25905,21003,25197,20.0
"918","Vernon","CA","British Columbia","59","",4.8,"00000","Employment income","Both sexes",45360,51065,30545,34795,26638,28002,5.1
"918","Vernon","CA","British Columbia","59","",4.8,"00000","Employment income","Males",21585,24420,15700,17535,35572,36057,1.4
"918","Vernon","CA","British Columbia","59","",4.8,"00000","Employment income","Females",23775,26645,14845,17260,20320,22558,11.0
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","Total income","Both sexes",13145,14580,12680,14250,26863,31431,17.0
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","Total income","Males",6195,6815,5950,6675,35719,40343,12.9
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","Total income","Females",6950,7765,6730,7575,20905,25713,23.0
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","After-tax income","Both sexes",13145,14580,12680,14270,25021,28709,14.7
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","After-tax income","Males",6195,6815,5950,6690,32418,35390,9.2
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","After-tax income","Females",6950,7765,6730,7580,20223,24148,19.4
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","Employment income","Both sexes",13145,14580,8810,9810,25342,26167,3.3
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","Employment income","Males",6195,6815,4430,4865,34878,35281,1.2
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","Employment income","Females",6950,7765,4380,4950,19420,21099,8.6
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","Total income","Both sexes",76345,85015,73075,82265,30363,35642,17.4
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","Total income","Males",36965,41575,35625,40315,41127,46328,12.6
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","Total income","Females",39380,43450,37455,41945,22766,28490,25.1
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","After-tax income","Both sexes",76345,85015,73080,82350,27816,31935,14.8
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","After-tax income","Males",36965,41575,35625,40370,36207,40269,11.2
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","After-tax income","Females",39380,43450,37455,41980,21709,26303,21.2
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","Employment income","Both sexes",76345,85015,54810,62275,30094,32797,9.0
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","Employment income","Males",36965,41575,28170,31920,42001,44160,5.1
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","Employment income","Females",39380,43450,26635,30360,22590,25712,13.8
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","Total income","Both sexes",66070,80555,63255,77615,28504,31679,11.1
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","Total income","Males",31930,39100,30775,37810,38656,41259,6.7
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","Total income","Females",34140,41455,32475,39810,21666,24905,14.9
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","After-tax income","Both sexes",66070,80555,63260,77705,26176,28798,10.0
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","After-tax income","Males",31930,39100,30770,37870,34293,36328,5.9
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","After-tax income","Females",34140,41455,32485,39835,20925,23631,12.9
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","Employment income","Both sexes",66070,80555,45390,56565,29248,29370,0.4
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","Employment income","Males",31930,39100,23660,29375,38814,39368,1.4
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","Employment income","Females",34140,41455,21730,27190,21261,22183,4.3
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","Total income","Both sexes",124235,143095,118560,137190,27614,30370,10.0
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","Total income","Males",60690,69870,58310,67115,36759,39336,7.0
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","Total income","Females",63540,73225,60255,70065,21459,24260,13.1
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","After-tax income","Both sexes",124235,143095,118530,137355,25652,27737,8.1
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","After-tax income","Males",60690,69870,58290,67265,32976,34507,4.6
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","After-tax income","Females",63540,73225,60240,70090,20704,23178,11.9
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","Employment income","Both sexes",124235,143095,90150,104680,29027,29555,1.8
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","Employment income","Males",60690,69870,47180,54015,38173,39501,3.5
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","Employment income","Females",63540,73225,42970,50670,21333,22041,3.3
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","Total income","Both sexes",1747160,2064585,1655960,1978490,29652,32612,10.0
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","Total income","Males",843905,998870,804890,957500,36339,38879,7.0
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","Total income","Females",903255,1065720,851075,1020990,24576,27793,13.1
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","After-tax income","Both sexes",1747160,2064585,1655185,1981210,27185,29422,8.2
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","After-tax income","Males",843905,998870,804400,959985,32611,34038,4.4
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","After-tax income","Females",903255,1065720,850785,1021220,23212,25878,11.5
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","Employment income","Both sexes",1747160,2064585,1240200,1487050,32676,33621,2.9
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","Employment income","Males",843905,998870,634430,752840,39303,40050,1.9
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","Employment income","Females",903255,1065720,605775,734215,26924,28268,5.0
"934","Squamish","CA","British Columbia","59","",6.2,"00100","Total income","Both sexes",11965,15580,11475,15220,35584,39614,11.3
"934","Squamish","CA","British Columbia","59","",6.2,"00100","Total income","Males",6025,7875,5830,7695,45424,47943,5.5
"934","Squamish","CA","British Columbia","59","",6.2,"00100","Total income","Females",5940,7705,5645,7525,26472,32859,24.1
"934","Squamish","CA","British Columbia","59","",6.2,"00100","After-tax income","Both sexes",11965,15580,11450,15235,32124,34914,8.7
"934","Squamish","CA","British Columbia","59","",6.2,"00100","After-tax income","Males",6025,7875,5820,7710,39215,40943,4.4
"934","Squamish","CA","British Columbia","59","",6.2,"00100","After-tax income","Females",5940,7705,5635,7530,24985,30004,20.1
"934","Squamish","CA","British Columbia","59","",6.2,"00100","Employment income","Both sexes",11965,15580,9190,12840,35338,36262,2.6
"934","Squamish","CA","British Columbia","59","",6.2,"00100","Employment income","Males",6025,7875,4860,6680,45507,44333,-2.6
"934","Squamish","CA","British Columbia","59","",6.2,"00100","Employment income","Females",5940,7705,4325,6160,27241,30261,11.1
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","Total income","Both sexes",275260,309500,265670,300255,33811,37481,10.9
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","Total income","Males",130220,148135,125760,143625,41323,43726,5.8
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","Total income","Females",145040,161365,139905,156630,28389,32870,15.8
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","After-tax income","Both sexes",275260,309500,265590,300620,30385,33302,9.6
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","After-tax income","Males",130220,148135,125735,143905,36370,37991,4.5
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","After-tax income","Females",145040,161365,139850,156715,26060,29775,14.3
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","Employment income","Both sexes",275260,309500,198720,226575,31194,32495,4.2
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","Employment income","Males",130220,148135,99090,112585,37360,38013,1.7
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","Employment income","Females",145040,161365,99630,113985,26161,28150,7.6
"937","Duncan","CA","British Columbia","59","",5.6,"00000","Total income","Both sexes",33570,36430,32045,35090,27372,30789,12.5
"937","Duncan","CA","British Columbia","59","",5.6,"00000","Total income","Males",16105,17500,15390,16860,37489,38405,2.4
"937","Duncan","CA","British Columbia","59","",5.6,"00000","Total income","Females",17470,18925,16660,18230,21261,25731,21.0
"937","Duncan","CA","British Columbia","59","",5.6,"00000","After-tax income","Both sexes",33570,36430,32010,35135,25235,28115,11.4
"937","Duncan","CA","British Columbia","59","",5.6,"00000","After-tax income","Males",16105,17500,15375,16895,33730,34124,1.2
"937","Duncan","CA","British Columbia","59","",5.6,"00000","After-tax income","Females",17470,18925,16630,18240,20564,24276,18.1
"937","Duncan","CA","British Columbia","59","",5.6,"00000","Employment income","Both sexes",33570,36430,22030,24215,26103,26432,1.3
"937","Duncan","CA","British Columbia","59","",5.6,"00000","Employment income","Males",16105,17500,11340,12300,36362,33102,-9.0
"937","Duncan","CA","British Columbia","59","",5.6,"00000","Employment income","Females",17470,18925,10685,11910,19661,21770,10.7
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","Total income","Both sexes",76030,86875,72730,84090,28213,32352,14.7
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","Total income","Males",36645,42005,35150,40625,36095,39029,8.1
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","Total income","Females",39390,44870,37580,43465,23159,27459,18.6
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","After-tax income","Both sexes",76030,86875,72675,84170,26029,29249,12.4
