"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Additional province code","Global non-response rate","Data quality flag","Low-income concepts","Age groups","Population in private households for income status, 2006","Population in private households for income status, 2016","Number of persons in low income, 2005","Number of persons in low income, 2015","Prevalence of low income (%), 2005","Prevalence of low income (%), 2015","Prevalence of low income (%), Difference"
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",47445,62055,2855,4470,6.0,7.2,1.2
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",12165,15795,855,1635,7.0,10.4,3.4
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",4245,6180,270,620,6.4,10.0,3.6
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",32525,42435,1855,2520,5.7,5.9,0.2
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",2750,3820,150,315,5.5,8.2,2.7
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",47405,62055,3070,3065,6.5,4.9,-1.6
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",12130,15795,700,1015,5.8,6.4,0.6
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",4240,6180,225,410,5.3,6.6,1.3
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",32520,42435,2345,1980,7.2,4.7,-2.5
"850","Grande Prairie","CA","Alberta","48","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",2750,3825,25,70,0.9,1.8,0.9
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","Low-income measure, after-tax (LIM-AT)","Total - Age groups",51105,71480,2755,3170,5.4,4.4,-1.0
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","Low-income measure, after-tax (LIM-AT)","0 to 17 years",12665,16265,905,1050,7.1,6.5,-0.6
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","Low-income measure, after-tax (LIM-AT)","0 to 5 years",4215,6950,370,445,8.8,6.4,-2.4
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","Low-income measure, after-tax (LIM-AT)","18 to 64 years",37585,53335,1805,1985,4.8,3.7,-1.1
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","Low-income measure, after-tax (LIM-AT)","65 years and over",845,1880,45,135,5.3,7.2,1.9
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",51095,71480,2835,3155,5.5,4.4,-1.1
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",12660,16265,680,795,5.4,4.9,-0.5
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",4220,6950,275,305,6.5,4.4,-2.1
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",37585,53340,2140,2280,5.7,4.3,-1.4
"860","Wood Buffalo","CA","Alberta","48","",14.3,"01100","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",850,1875,10,85,1.2,4.5,3.3
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",11255,12205,1685,1570,15.0,12.9,-2.1
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",2715,2800,480,500,17.7,17.9,0.2
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",800,975,175,225,21.9,23.1,1.2
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",6695,7250,1040,810,15.5,11.2,-4.3
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",1845,2155,160,255,8.7,11.8,3.1
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",11250,12205,1080,725,9.6,5.9,-3.7
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",2715,2800,280,265,10.3,9.5,-0.8
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",795,975,80,130,10.1,13.3,3.2
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",6695,7250,755,420,11.3,5.8,-5.5
"865","Wetaskiwin","CA","Alberta","48","",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",1845,2155,40,40,2.2,1.9,-0.3
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",23730,25550,3450,3225,14.5,12.6,-1.9
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",5195,4965,1025,820,19.7,16.5,-3.2
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1345,1500,395,265,29.4,17.7,-11.7
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",15045,15545,2030,1795,13.5,11.5,-2.0
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3500,5040,390,605,11.1,12.0,0.9
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",23730,25550,1875,1455,7.9,5.7,-2.2
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",5190,4965,595,355,11.5,7.2,-4.3
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1350,1500,290,110,21.5,7.3,-14.2
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",15040,15540,1225,1030,8.1,6.6,-1.5
"905","Cranbrook","CA","British Columbia","59","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3495,5040,55,65,1.6,1.3,-0.3
"907","Nelson","CA","British Columbia","59","",6.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",16445,17955,3110,3280,18.9,18.3,-0.6
"907","Nelson","CA","British Columbia","59","",6.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3390,3305,855,795,25.2,24.1,-1.1
"907","Nelson","CA","British Columbia","59","",6.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",945,960,265,230,28.0,24.0,-4.0
"907","Nelson","CA","British Columbia","59","",6.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",10805,11345,2055,2020,19.0,17.8,-1.2
"907","Nelson","CA","British Columbia","59","",6.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",2250,3310,195,475,8.7,14.4,5.7
"907","Nelson","CA","British Columbia","59","",6.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",16430,17955,1915,1395,11.7,7.8,-3.9
"907","Nelson","CA","British Columbia","59","",6.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3380,3305,510,265,15.1,8.0,-7.1
"907","Nelson","CA","British Columbia","59","",6.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",945,960,125,85,13.2,8.9,-4.3
"907","Nelson","CA","British Columbia","59","",6.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",10805,11345,1390,1060,12.9,9.3,-3.6
"907","Nelson","CA","British Columbia","59","",6.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",2245,3310,15,65,0.7,2.0,1.3
"913","Penticton","CA","British Columbia","59","",5.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",38980,40325,5565,6360,14.3,15.8,1.5
"913","Penticton","CA","British Columbia","59","",5.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",7040,6145,1340,1180,19.0,19.2,0.2
"913","Penticton","CA","British Columbia","59","",5.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1795,1780,375,355,20.9,19.9,-1.0
"913","Penticton","CA","British Columbia","59","",5.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",22675,23230,3135,3415,13.8,14.7,0.9
"913","Penticton","CA","British Columbia","59","",5.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",9265,10945,1090,1765,11.8,16.1,4.3
"913","Penticton","CA","British Columbia","59","",5.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",38970,40325,3685,2990,9.5,7.4,-2.1
"913","Penticton","CA","British Columbia","59","",5.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",7030,6145,885,550,12.6,9.0,-3.6
"913","Penticton","CA","British Columbia","59","",5.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1795,1780,220,165,12.3,9.3,-3.0
"913","Penticton","CA","British Columbia","59","",5.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",22675,23235,2450,2220,10.8,9.6,-1.2
"913","Penticton","CA","British Columbia","59","",5.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",9265,10950,350,220,3.8,2.0,-1.8
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",151685,180125,19620,22535,12.9,12.5,-0.4
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",30515,32245,4975,4925,16.3,15.3,-1.0
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",8635,9870,1615,1575,18.7,16.0,-2.7
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",94190,112890,12150,13360,12.9,11.8,-1.1
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",26980,34990,2495,4255,9.2,12.2,3.0
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",151640,180125,14415,13685,9.5,7.6,-1.9
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",30470,32240,3340,2760,11.0,8.6,-2.4
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",8630,9865,1085,845,12.6,8.6,-4.0
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",94185,112890,10120,10090,10.7,8.9,-1.8
"915","Kelowna","CMA","British Columbia","59","",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",26975,34990,955,835,3.5,2.4,-1.1
"918","Vernon","CA","British Columbia","59","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",51385,56315,7585,7925,14.8,14.1,-0.7
"918","Vernon","CA","British Columbia","59","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",10850,10300,2110,1760,19.4,17.1,-2.3
"918","Vernon","CA","British Columbia","59","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2775,3065,610,540,22.0,17.6,-4.4
"918","Vernon","CA","British Columbia","59","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",31035,33370,4345,4415,14.0,13.2,-0.8
"918","Vernon","CA","British Columbia","59","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",9500,12645,1135,1745,11.9,13.8,1.9
"918","Vernon","CA","British Columbia","59","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",51380,56315,4940,4235,9.6,7.5,-2.1
"918","Vernon","CA","British Columbia","59","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",10840,10300,1320,920,12.2,8.9,-3.3
"918","Vernon","CA","British Columbia","59","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2775,3065,330,260,11.9,8.5,-3.4
"918","Vernon","CA","British Columbia","59","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",31030,33370,3220,3035,10.4,9.1,-1.3
"918","Vernon","CA","British Columbia","59","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",9505,12645,405,280,4.3,2.2,-2.1
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",15505,17030,2265,2325,14.6,13.7,-0.9
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3215,3195,590,490,18.4,15.3,-3.1
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",870,915,130,155,14.9,16.9,2.0
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",9105,9540,1245,1175,13.7,12.3,-1.4
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3185,4295,430,670,13.5,15.6,2.1
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",15480,17030,1015,845,6.6,5.0,-1.6
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3195,3195,270,145,8.5,4.5,-4.0
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",860,915,90,50,10.5,5.5,-5.0
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",9105,9540,710,620,7.8,6.5,-1.3
"920","Salmon Arm","CA","British Columbia","59","",5.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3180,4295,40,80,1.3,1.9,0.6
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",89365,97370,11605,12455,13.0,12.8,-0.2
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",18670,18415,2885,2860,15.5,15.5,0.0
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",5135,5930,985,985,19.2,16.6,-2.6
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",57790,61715,7620,7425,13.2,12.0,-1.2
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",12900,17240,1100,2170,8.5,12.6,4.1
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",89325,97370,8840,7665,9.9,7.9,-2.0
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",18640,18415,2010,1535,10.8,8.3,-2.5
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",5135,5930,645,510,12.6,8.6,-4.0
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",57790,61715,6320,5760,10.9,9.3,-1.6
"925","Kamloops","CA","British Columbia","59","",5.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",12900,17240,515,370,4.0,2.1,-1.9
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",79205,93585,11070,13895,14.0,14.8,0.8
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",19735,20970,3485,3775,17.7,18.0,0.3
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",5720,6715,1190,1240,20.8,18.5,-2.3
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",47110,55775,6275,7630,13.3,13.7,0.4
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",12355,16840,1305,2495,10.6,14.8,4.2
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",79175,93585,7155,7315,9.0,7.8,-1.2
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",19705,20965,2145,1985,10.9,9.5,-1.4
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",5725,6715,710,630,12.4,9.4,-3.0
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",47110,55775,4540,4920,9.6,8.8,-0.8
"930","Chilliwack","CA","British Columbia","59","",5.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",12355,16840,470,410,3.8,2.4,-1.4
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",156020,176045,20965,22935,13.4,13.0,-0.4
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",39180,39875,6555,6465,16.7,16.2,-0.5
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",12045,12975,2160,2000,17.9,15.4,-2.5
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",96990,108940,12185,12635,12.6,11.6,-1.0
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",19850,27225,2220,3835,11.2,14.1,2.9
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",155905,176045,15505,12650,9.9,7.2,-2.7
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",39065,39875,4645,3375,11.9,8.5,-3.4
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",12025,12975,1545,985,12.8,7.6,-5.2
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",96985,108940,9940,8410,10.2,7.7,-2.5
"932","Abbotsford - Mission","CMA","British Columbia","59","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",19850,27225,925,870,4.7,3.2,-1.5
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",2085105,2417260,339390,398720,16.3,16.5,0.2
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",426780,441530,81305,83635,19.1,18.9,-0.2
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",126420,139285,22415,24690,17.7,17.7,0.0
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",1402810,1612685,223590,255225,15.9,15.8,-0.1
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",255515,363045,34500,59860,13.5,16.5,3.0
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",2084140,2417260,344320,337085,16.5,13.9,-2.6
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",425815,441530,78970,67065,18.5,15.2,-3.3
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",126105,139285,21660,19175,17.2,13.8,-3.4
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",1402810,1612690,233855,232635,16.7,14.4,-2.3
"933","Vancouver","CMA","British Columbia","59","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",255515,363045,31500,37380,12.3,10.3,-2.0
"934","Squamish","CA","British Columbia","59","",6.2,"00100","Low-income measure, after-tax (LIM-AT)","Total - Age groups",14785,19110,1840,1860,12.4,9.7,-2.7
"934","Squamish","CA","British Columbia","59","",6.2,"00100","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3670,4440,585,550,15.9,12.4,-3.5
"934","Squamish","CA","British Columbia","59","",6.2,"00100","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1150,1720,215,185,18.7,10.8,-7.9
"934","Squamish","CA","British Columbia","59","",6.2,"00100","Low-income measure, after-tax (LIM-AT)","18 to 64 years",9885,12710,1055,1130,10.7,8.9,-1.8
"934","Squamish","CA","British Columbia","59","",6.2,"00100","Low-income measure, after-tax (LIM-AT)","65 years and over",1230,1960,200,180,16.3,9.2,-7.1
"934","Squamish","CA","British Columbia","59","",6.2,"00100","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",14785,19110,1330,1045,9.0,5.5,-3.5
"934","Squamish","CA","British Columbia","59","",6.2,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3675,4435,400,255,10.9,5.7,-5.2
"934","Squamish","CA","British Columbia","59","",6.2,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1150,1725,140,75,12.2,4.3,-7.9
"934","Squamish","CA","British Columbia","59","",6.2,"00100","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",9885,12710,870,755,8.8,5.9,-2.9
"934","Squamish","CA","British Columbia","59","",6.2,"00100","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",1225,1960,65,30,5.3,1.5,-3.8
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",317090,352510,38210,46010,12.1,13.1,1.0
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",57055,57450,8360,8720,14.7,15.2,0.5
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",16360,18500,2570,2730,15.7,14.8,-0.9
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",207140,224905,25635,29815,12.4,13.3,0.9
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","Low-income measure, after-tax (LIM-AT)","65 years and over",52895,70155,4215,7475,8.0,10.7,2.7
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",317010,352510,31020,31800,9.8,9.0,-0.8
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",56975,57445,5950,5185,10.4,9.0,-1.4
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",16345,18500,1870,1455,11.4,7.9,-3.5
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",207145,224905,23105,24470,11.2,10.9,-0.3
"935","Victoria","CMA","British Columbia","59","",5.0,"20000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",52890,70160,1970,2145,3.7,3.1,-0.6
"937","Duncan","CA","British Columbia","59","",5.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",38395,40730,6330,7055,16.5,17.3,0.8
"937","Duncan","CA","British Columbia","59","",5.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",8130,7420,1955,1845,24.0,24.9,0.9
"937","Duncan","CA","British Columbia","59","",5.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2165,2245,625,620,28.9,27.6,-1.3
"937","Duncan","CA","British Columbia","59","",5.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",23405,23455,3710,3905,15.9,16.6,0.7
"937","Duncan","CA","British Columbia","59","",5.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",6860,9860,670,1305,9.8,13.2,3.4
"937","Duncan","CA","British Columbia","59","",5.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",38385,40730,3500,3045,9.1,7.5,-1.6
"937","Duncan","CA","British Columbia","59","",5.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",8120,7420,1065,720,13.1,9.7,-3.4
"937","Duncan","CA","British Columbia","59","",5.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2165,2245,375,245,17.3,10.9,-6.4
"937","Duncan","CA","British Columbia","59","",5.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",23400,23455,2345,2165,10.0,9.2,-0.8
"937","Duncan","CA","British Columbia","59","",5.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",6860,9855,80,160,1.2,1.6,0.4
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",89505,101030,14155,16685,15.8,16.5,0.7
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",17845,17985,3725,3990,20.9,22.2,1.3
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",4730,5805,1285,1370,27.2,23.6,-3.6
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",56855,62185,9095,10070,16.0,16.2,0.2
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",14800,20855,1330,2630,9.0,12.6,3.6
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",89465,101030,10975,10045,12.3,9.9,-2.4
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",17810,17985,2540,2170,14.3,12.1,-2.2
