"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Global non-response rate","Data quality flag","Low-income concepts","Age groups","Population in private households for income status, 2006","Population in private households for income status, 2016","Number of persons in low income, 2005","Number of persons in low income, 2015","Prevalence of low income (%), 2005","Prevalence of low income (%), 2015","Prevalence of low income (%), Difference"
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",27585,28880,2520,2390,9.1,8.3,-0.8
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",7025,6675,785,680,11.2,10.2,-1.0
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2150,2200,195,245,9.1,11.1,2.0
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",18030,18725,1540,1310,8.5,7.0,-1.5
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",2530,3485,195,395,7.7,11.3,3.6
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",27575,28880,1620,1000,5.9,3.5,-2.4
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",7020,6675,475,270,6.8,4.0,-2.8
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2155,2200,135,105,6.3,4.8,-1.5
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",18030,18725,1105,675,6.1,3.6,-2.5
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",2525,3480,40,55,1.6,1.6,0.0
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","Low-income measure, after-tax (LIM-AT)","Total - Age groups",29200,30905,2965,2275,10.2,7.4,-2.8
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","Low-income measure, after-tax (LIM-AT)","0 to 17 years",5495,5385,710,495,12.9,9.2,-3.7
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1655,1850,275,175,16.6,9.5,-7.1
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","Low-income measure, after-tax (LIM-AT)","18 to 64 years",20860,21500,2080,1495,10.0,7.0,-3.0
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","Low-income measure, after-tax (LIM-AT)","65 years and over",2840,4020,175,280,6.2,7.0,0.8
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",29195,30905,2095,1525,7.2,4.9,-2.3
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",5500,5385,320,215,5.8,4.0,-1.8
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1655,1850,95,75,5.7,4.1,-1.6
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",20860,21500,1730,1245,8.3,5.8,-2.5
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",2840,4025,50,60,1.8,1.5,-0.3
"4816","Division No. 16","Census division","Alberta","48",14.3,"01100","Low-income measure, after-tax (LIM-AT)","Total - Age groups",51525,72125,2920,3505,5.7,4.9,-0.8
"4816","Division No. 16","Census division","Alberta","48",14.3,"01100","Low-income measure, after-tax (LIM-AT)","0 to 17 years",12890,16605,1000,1255,7.8,7.6,-0.2
"4816","Division No. 16","Census division","Alberta","48",14.3,"01100","Low-income measure, after-tax (LIM-AT)","0 to 5 years",4295,7090,415,535,9.7,7.5,-2.2
"4816","Division No. 16","Census division","Alberta","48",14.3,"01100","Low-income measure, after-tax (LIM-AT)","18 to 64 years",37775,53615,1875,2105,5.0,3.9,-1.1
"4816","Division No. 16","Census division","Alberta","48",14.3,"01100","Low-income measure, after-tax (LIM-AT)","65 years and over",865,1905,45,150,5.2,7.9,2.7
"4816","Division No. 16","Census division","Alberta","48",14.3,"01100","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",51520,72125,2890,3280,5.6,4.5,-1.1
"4816","Division No. 16","Census division","Alberta","48",14.3,"01100","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",12880,16610,715,865,5.6,5.2,-0.4
"4816","Division No. 16","Census division","Alberta","48",14.3,"01100","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",4295,7090,295,340,6.9,4.8,-2.1
"4816","Division No. 16","Census division","Alberta","48",14.3,"01100","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",37770,53615,2170,2330,5.7,4.3,-1.4
"4816","Division No. 16","Census division","Alberta","48",14.3,"01100","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",865,1905,10,85,1.2,4.5,3.3
"4817","Division No. 17","Census division","Alberta","48",6.0,"00100","Low-income measure, after-tax (LIM-AT)","Total - Age groups",47615,47555,6900,6500,14.5,13.7,-0.8
"4817","Division No. 17","Census division","Alberta","48",6.0,"00100","Low-income measure, after-tax (LIM-AT)","0 to 17 years",15925,14645,2945,2625,18.5,17.9,-0.6
"4817","Division No. 17","Census division","Alberta","48",6.0,"00100","Low-income measure, after-tax (LIM-AT)","0 to 5 years",5190,5150,1050,1025,20.2,19.9,-0.3
"4817","Division No. 17","Census division","Alberta","48",6.0,"00100","Low-income measure, after-tax (LIM-AT)","18 to 64 years",28450,28240,3440,3130,12.1,11.1,-1.0
"4817","Division No. 17","Census division","Alberta","48",6.0,"00100","Low-income measure, after-tax (LIM-AT)","65 years and over",3240,4665,510,740,15.7,15.9,0.2
"4817","Division No. 17","Census division","Alberta","48",6.0,"00100","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",47595,47550,3415,2210,7.2,4.6,-2.6
"4817","Division No. 17","Census division","Alberta","48",6.0,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",15905,14645,1290,830,8.1,5.7,-2.4
"4817","Division No. 17","Census division","Alberta","48",6.0,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",5180,5150,435,320,8.4,6.2,-2.2
"4817","Division No. 17","Census division","Alberta","48",6.0,"00100","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",28450,28245,2085,1290,7.3,4.6,-2.7
"4817","Division No. 17","Census division","Alberta","48",6.0,"00100","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3240,4665,45,95,1.4,2.0,0.6
"4818","Division No. 18","Census division","Alberta","48",6.3,"00100","Low-income measure, after-tax (LIM-AT)","Total - Age groups",12895,12430,1295,1175,10.0,9.5,-0.5
"4818","Division No. 18","Census division","Alberta","48",6.3,"00100","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3485,3010,470,350,13.5,11.6,-1.9
"4818","Division No. 18","Census division","Alberta","48",6.3,"00100","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1125,925,155,105,13.8,11.4,-2.4
"4818","Division No. 18","Census division","Alberta","48",6.3,"00100","Low-income measure, after-tax (LIM-AT)","18 to 64 years",8235,7945,730,645,8.9,8.1,-0.8
"4818","Division No. 18","Census division","Alberta","48",6.3,"00100","Low-income measure, after-tax (LIM-AT)","65 years and over",1180,1475,95,180,8.1,12.2,4.1
"4818","Division No. 18","Census division","Alberta","48",6.3,"00100","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",12890,12430,805,590,6.2,4.7,-1.5
"4818","Division No. 18","Census division","Alberta","48",6.3,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3480,3010,300,175,8.6,5.8,-2.8
"4818","Division No. 18","Census division","Alberta","48",6.3,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1130,925,105,45,9.3,4.9,-4.4
"4818","Division No. 18","Census division","Alberta","48",6.3,"00100","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",8235,7940,475,380,5.8,4.8,-1.0
"4818","Division No. 18","Census division","Alberta","48",6.3,"00100","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",1180,1475,25,35,2.1,2.4,0.3
"4819","Division No. 19","Census division","Alberta","48",5.0,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",96565,116685,7275,9165,7.5,7.9,0.4
"4819","Division No. 19","Census division","Alberta","48",5.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",25415,30230,2220,3180,8.7,10.5,1.8
"4819","Division No. 19","Census division","Alberta","48",5.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",8280,11000,805,1145,9.7,10.4,0.7
"4819","Division No. 19","Census division","Alberta","48",5.0,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",63365,76475,4415,4895,7.0,6.4,-0.6
"4819","Division No. 19","Census division","Alberta","48",5.0,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",7790,9975,635,1095,8.2,11.0,2.8
"4819","Division No. 19","Census division","Alberta","48",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",96515,116680,5460,4995,5.7,4.3,-1.4
"4819","Division No. 19","Census division","Alberta","48",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",25360,30225,1420,1655,5.6,5.5,-0.1
"4819","Division No. 19","Census division","Alberta","48",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",8270,11000,510,640,6.2,5.8,-0.4
"4819","Division No. 19","Census division","Alberta","48",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",63365,76475,3905,3175,6.2,4.2,-2.0
"4819","Division No. 19","Census division","Alberta","48",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",7790,9975,135,165,1.7,1.7,0.0
"5901","East Kootenay","Regional district","British Columbia","59",6.2,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",54085,58525,7430,6635,13.7,11.3,-2.4
"5901","East Kootenay","Regional district","British Columbia","59",6.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",11395,11265,2040,1585,17.9,14.1,-3.8
"5901","East Kootenay","Regional district","British Columbia","59",6.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",3070,3660,740,525,24.1,14.3,-9.8
"5901","East Kootenay","Regional district","British Columbia","59",6.2,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",34975,36235,4455,3780,12.7,10.4,-2.3
"5901","East Kootenay","Regional district","British Columbia","59",6.2,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",7715,11025,935,1270,12.1,11.5,-0.6
"5901","East Kootenay","Regional district","British Columbia","59",6.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",54080,58525,4025,2865,7.4,4.9,-2.5
"5901","East Kootenay","Regional district","British Columbia","59",6.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",11390,11265,1110,665,9.7,5.9,-3.8
"5901","East Kootenay","Regional district","British Columbia","59",6.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3065,3660,480,205,15.7,5.6,-10.1
"5901","East Kootenay","Regional district","British Columbia","59",6.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",34975,36235,2800,2060,8.0,5.7,-2.3
"5901","East Kootenay","Regional district","British Columbia","59",6.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",7710,11025,120,140,1.6,1.3,-0.3
"5903","Central Kootenay","Regional district","British Columbia","59",6.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",54880,58225,11180,11840,20.4,20.3,-0.1
"5903","Central Kootenay","Regional district","British Columbia","59",6.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",11310,10205,2885,2615,25.5,25.6,0.1
"5903","Central Kootenay","Regional district","British Columbia","59",6.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",3070,3060,900,780,29.3,25.5,-3.8
"5903","Central Kootenay","Regional district","British Columbia","59",6.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",34200,34830,7040,6775,20.6,19.5,-1.1
"5903","Central Kootenay","Regional district","British Columbia","59",6.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",9370,13190,1250,2450,13.3,18.6,5.3
"5903","Central Kootenay","Regional district","British Columbia","59",6.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",54865,58225,6190,4435,11.3,7.6,-3.7
"5903","Central Kootenay","Regional district","British Columbia","59",6.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",11295,10210,1720,800,15.2,7.8,-7.4
"5903","Central Kootenay","Regional district","British Columbia","59",6.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3075,3055,485,250,15.8,8.2,-7.6
"5903","Central Kootenay","Regional district","British Columbia","59",6.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",34205,34830,4335,3350,12.7,9.6,-3.1
"5903","Central Kootenay","Regional district","British Columbia","59",6.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",9365,13185,135,280,1.4,2.1,0.7
"5905","Kootenay Boundary","Regional district","British Columbia","59",6.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",30120,30670,4620,5005,15.3,16.3,1.0
"5905","Kootenay Boundary","Regional district","British Columbia","59",6.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",5880,5255,1020,980,17.3,18.6,1.3
"5905","Kootenay Boundary","Regional district","British Columbia","59",6.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1490,1560,245,285,16.4,18.3,1.9
"5905","Kootenay Boundary","Regional district","British Columbia","59",6.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",18420,17985,2940,2855,16.0,15.9,-0.1
"5905","Kootenay Boundary","Regional district","British Columbia","59",6.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",5820,7435,660,1165,11.3,15.7,4.4
"5905","Kootenay Boundary","Regional district","British Columbia","59",6.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",30120,30670,2455,2015,8.2,6.6,-1.6
"5905","Kootenay Boundary","Regional district","British Columbia","59",6.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",5880,5255,575,365,9.8,6.9,-2.9
"5905","Kootenay Boundary","Regional district","British Columbia","59",6.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1485,1560,135,110,9.1,7.1,-2.0
"5905","Kootenay Boundary","Regional district","British Columbia","59",6.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",18420,17985,1830,1505,9.9,8.4,-1.5
"5905","Kootenay Boundary","Regional district","British Columbia","59",6.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",5820,7430,50,150,0.9,2.0,1.1
"5907","Okanagan-Similkameen","Regional district","British Columbia","59",6.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",75420,77590,11100,12725,14.7,16.4,1.7
"5907","Okanagan-Similkameen","Regional district","British Columbia","59",6.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",13450,11380,2345,2290,17.4,20.1,2.7
"5907","Okanagan-Similkameen","Regional district","British Columbia","59",6.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",3275,3310,685,690,20.9,20.8,-0.1
"5907","Okanagan-Similkameen","Regional district","British Columbia","59",6.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",43045,43310,6260,6700,14.5,15.5,1.0
"5907","Okanagan-Similkameen","Regional district","British Columbia","59",6.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",18920,22895,2490,3735,13.2,16.3,3.1
"5907","Okanagan-Similkameen","Regional district","British Columbia","59",6.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",75410,77585,6355,5315,8.4,6.9,-1.5
"5907","Okanagan-Similkameen","Regional district","British Columbia","59",6.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",13445,11380,1450,960,10.8,8.4,-2.4
"5907","Okanagan-Similkameen","Regional district","British Columbia","59",6.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3275,3310,385,285,11.8,8.6,-3.2
"5907","Okanagan-Similkameen","Regional district","British Columbia","59",6.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",43045,43310,4365,3900,10.1,9.0,-1.1
"5907","Okanagan-Similkameen","Regional district","British Columbia","59",6.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",18920,22895,540,460,2.9,2.0,-0.9
"5909","Fraser Valley","Regional district","British Columbia","59",4.9,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",246705,280900,34625,39235,14.0,14.0,0.0
"5909","Fraser Valley","Regional district","British Columbia","59",4.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",61260,62550,10760,10690,17.6,17.1,-0.5
"5909","Fraser Valley","Regional district","British Columbia","59",4.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",18375,20180,3550,3385,19.3,16.8,-2.5
"5909","Fraser Valley","Regional district","British Columbia","59",4.9,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",151210,171365,20025,21655,13.2,12.6,-0.6
"5909","Fraser Valley","Regional district","British Columbia","59",4.9,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",34230,46990,3830,6885,11.2,14.7,3.5
"5909","Fraser Valley","Regional district","British Columbia","59",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",246555,280900,23825,20890,9.7,7.4,-2.3
"5909","Fraser Valley","Regional district","British Columbia","59",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",61110,62545,7080,5495,11.6,8.8,-2.8
"5909","Fraser Valley","Regional district","British Columbia","59",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",18360,20175,2355,1655,12.8,8.2,-4.6
"5909","Fraser Valley","Regional district","British Columbia","59",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",151210,171365,15340,14050,10.1,8.2,-1.9
"5909","Fraser Valley","Regional district","British Columbia","59",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",34230,46990,1405,1345,4.1,2.9,-1.2
"5915","Greater Vancouver","Regional district","British Columbia","59",4.4,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",2085105,2417260,339390,398720,16.3,16.5,0.2
"5915","Greater Vancouver","Regional district","British Columbia","59",4.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",426785,441530,81305,83635,19.1,18.9,-0.2
"5915","Greater Vancouver","Regional district","British Columbia","59",4.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",126415,139285,22420,24690,17.7,17.7,0.0
"5915","Greater Vancouver","Regional district","British Columbia","59",4.4,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",1402815,1612685,223590,255220,15.9,15.8,-0.1
"5915","Greater Vancouver","Regional district","British Columbia","59",4.4,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",255515,363045,34495,59860,13.5,16.5,3.0
"5915","Greater Vancouver","Regional district","British Columbia","59",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",2084135,2417260,344315,337085,16.5,13.9,-2.6
"5915","Greater Vancouver","Regional district","British Columbia","59",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",425810,441530,78965,67065,18.5,15.2,-3.3
"5915","Greater Vancouver","Regional district","British Columbia","59",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",126105,139285,21655,19170,17.2,13.8,-3.4
"5915","Greater Vancouver","Regional district","British Columbia","59",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",1402815,1612685,233850,232635,16.7,14.4,-2.3
"5915","Greater Vancouver","Regional district","British Columbia","59",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",255510,363045,31495,37380,12.3,10.3,-2.0
"5917","Capital","Regional district","British Columbia","59",5.1,"20000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",331715,367660,40860,48985,12.3,13.3,1.0
"5917","Capital","Regional district","British Columbia","59",5.1,"20000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",59230,59440,8865,9300,15.0,15.6,0.6
"5917","Capital","Regional district","British Columbia","59",5.1,"20000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",16840,19005,2715,2885,16.1,15.2,-0.9
"5917","Capital","Regional district","British Columbia","59",5.1,"20000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",216125,232945,27455,31570,12.7,13.6,0.9
"5917","Capital","Regional district","British Columbia","59",5.1,"20000","Low-income measure, after-tax (LIM-AT)","65 years and over",56365,75270,4540,8115,8.1,10.8,2.7
"5917","Capital","Regional district","British Columbia","59",5.1,"20000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",331640,367660,32420,32930,9.8,9.0,-0.8
"5917","Capital","Regional district","British Columbia","59",5.1,"20000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",59145,59440,6135,5355,10.4,9.0,-1.4
"5917","Capital","Regional district","British Columbia","59",5.1,"20000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",16830,19010,1910,1495,11.3,7.9,-3.4
"5917","Capital","Regional district","British Columbia","59",5.1,"20000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",216125,232950,24240,25325,11.2,10.9,-0.3
"5917","Capital","Regional district","British Columbia","59",5.1,"20000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",56365,75275,2045,2250,3.6,3.0,-0.6
"5919","Cowichan Valley","Regional district","British Columbia","59",5.7,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",71860,77850,10430,11940,14.5,15.3,0.8
"5919","Cowichan Valley","Regional district","British Columbia","59",5.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",15115,13650,3030,2895,20.0,21.2,1.2
"5919","Cowichan Valley","Regional district","British Columbia","59",5.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",3745,4055,905,925,24.2,22.8,-1.4
"5919","Cowichan Valley","Regional district","British Columbia","59",5.7,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",43915,45375,6310,6765,14.4,14.9,0.5
"5919","Cowichan Valley","Regional district","British Columbia","59",5.7,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",12830,18820,1085,2280,8.5,12.1,3.6
"5919","Cowichan Valley","Regional district","British Columbia","59",5.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",71820,77845,5490,5240,7.6,6.7,-0.9
"5919","Cowichan Valley","Regional district","British Columbia","59",5.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",15075,13645,1475,1140,9.8,8.4,-1.4
"5919","Cowichan Valley","Regional district","British Columbia","59",5.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3750,4055,475,360,12.7,8.9,-3.8
"5919","Cowichan Valley","Regional district","British Columbia","59",5.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",43915,45375,3855,3775,8.8,8.3,-0.5
"5919","Cowichan Valley","Regional district","British Columbia","59",5.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",12830,18825,155,325,1.2,1.7,0.5
"5921","Nanaimo","Regional district","British Columbia","59",5.0,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",134905,150595,21240,24345,15.7,16.2,0.5
"5921","Nanaimo","Regional district","British Columbia","59",5.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",24835,24005,5315,5335,21.4,22.2,0.8
"5921","Nanaimo","Regional district","British Columbia","59",5.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",6375,7515,1640,1730,25.7,23.0,-2.7
"5921","Nanaimo","Regional district","British Columbia","59",5.0,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",82880,87495,13595,14365,16.4,16.4,0.0
"5921","Nanaimo","Regional district","British Columbia","59",5.0,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",27190,39085,2330,4645,8.6,11.9,3.3
"5921","Nanaimo","Regional district","British Columbia","59",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",134825,150595,14600,12960,10.8,8.6,-2.2
"5921","Nanaimo","Regional district","British Columbia","59",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",24755,24005,3320,2645,13.4,11.0,-2.4
"5921","Nanaimo","Regional district","British Columbia","59",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",6365,7520,1060,860,16.7,11.4,-5.3
"5921","Nanaimo","Regional district","British Columbia","59",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",82885,87495,10490,9550,12.7,10.9,-1.8
"5921","Nanaimo","Regional district","British Columbia","59",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",27190,39085,790,760,2.9,1.9,-1.0
"5923","Alberni-Clayoquot","Regional district","British Columbia","59",6.8,"00100","Low-income measure, after-tax (LIM-AT)","Total - Age groups",28120,28275,5055,5555,18.0,19.6,1.6
"5923","Alberni-Clayoquot","Regional district","British Columbia","59",6.8,"00100","Low-income measure, after-tax (LIM-AT)","0 to 17 years",5835,5085,1400,1425,24.0,28.0,4.0
"5923","Alberni-Clayoquot","Regional district","British Columbia","59",6.8,"00100","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1495,1590,400,505,26.8,31.8,5.0
"5923","Alberni-Clayoquot","Regional district","British Columbia","59",6.8,"00100","Low-income measure, after-tax (LIM-AT)","18 to 64 years",17850,16960,3185,3265,17.8,19.3,1.5
"5923","Alberni-Clayoquot","Regional district","British Columbia","59",6.8,"00100","Low-income measure, after-tax (LIM-AT)","65 years and over",4430,6230,475,865,10.7,13.9,3.2
"5923","Alberni-Clayoquot","Regional district","British Columbia","59",6.8,"00100","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",28120,28280,2520,2605,9.0,9.2,0.2
"5923","Alberni-Clayoquot","Regional district","British Columbia","59",6.8,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",5835,5085,485,580,8.3,11.4,3.1
"5923","Alberni-Clayoquot","Regional district","British Columbia","59",6.8,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1495,1595,100,205,6.7,12.9,6.2
"5923","Alberni-Clayoquot","Regional district","British Columbia","59",6.8,"00100","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",17855,16960,1950,1905,10.9,11.2,0.3
"5923","Alberni-Clayoquot","Regional district","British Columbia","59",6.8,"00100","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",4430,6230,90,120,2.0,1.9,-0.1
"5924","Strathcona","Regional district","British Columbia","59",5.2,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",39870,42250,7230,6925,18.1,16.4,-1.7
"5924","Strathcona","Regional district","British Columbia","59",5.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",8865,7700,2190,1715,24.7,22.3,-2.4
